workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,native-country,income,age_bin,hours_bin
1,114537,9,4,2,10,0,4,1,0,0,39,0,2,1
0,253370,11,15,2,0,5,4,0,0,0,39,1,2,1
4,274830,11,15,4,8,3,4,0,0,0,39,0,0,0
4,321763,11,15,4,4,1,4,1,0,0,39,0,0,1
4,213226,9,4,4,12,1,4,1,0,0,39,1,1,3
4,167787,11,15,4,8,1,4,0,0,0,39,0,0,1
6,352712,8,2,2,5,0,4,1,0,0,39,0,3,2
0,316027,5,10,2,0,0,4,1,0,0,0,0,3,1
4,213412,1,13,2,3,0,4,1,0,0,39,0,1,1
4,202483,11,15,3,1,1,4,0,0,0,39,0,4,0
2,146244,10,7,6,10,4,4,0,0,0,39,0,4,1
6,450544,9,4,2,4,0,4,1,0,0,39,1,3,1
4,81243,9,4,0,13,1,4,1,0,1876,39,0,2,1
4,195258,11,15,2,3,0,4,1,0,0,39,1,2,1
4,57929,11,15,0,8,1,4,1,0,0,39,0,2,1
4,953588,11,15,2,4,5,4,0,0,0,39,1,1,1
4,99064,8,2,2,3,0,4,1,5013,0,39,0,3,1
2,194788,12,5,0,4,1,4,0,4787,0,39,1,3,2
5,155293,9,4,2,12,0,4,1,0,0,39,1,2,2
4,204082,15,1,6,4,1,4,0,0,0,39,0,4,2
7,216283,9,4,2,10,5,4,0,0,0,39,1,1,2
4,355856,9,4,2,3,0,1,1,0,0,1,1,2,1
4,297380,11,15,4,12,3,2,0,0,0,39,0,0,1
4,425622,11,15,2,14,0,4,1,0,0,39,0,1,2
6,145628,0,12,2,3,0,4,1,0,0,39,0,3,1
4,115549,15,1,4,7,3,4,1,0,0,39,0,1,2
4,245482,11,15,2,14,0,1,1,0,0,0,0,2,1
5,142444,9,4,4,10,1,4,0,0,0,39,0,2,2
4,134026,1,13,4,8,2,4,1,0,0,39,0,2,1
4,177366,11,15,5,8,2,4,0,0,0,39,0,3,0
4,38245,15,1,2,3,0,4,1,0,0,39,0,1,2
6,215944,4,9,2,5,0,4,1,0,0,39,0,3,1
4,115784,8,2,2,6,0,4,1,0,0,39,0,2,2
4,170165,11,15,0,7,2,4,0,0,0,39,0,2,2
4,355320,9,4,2,10,0,4,1,15024,0,39,1,2,1
4,116163,11,15,5,4,1,4,0,0,0,39,0,2,1
4,405644,3,8,3,5,2,4,1,0,0,26,0,2,3
2,223433,8,2,2,11,0,4,1,0,0,39,1,2,2
4,41624,0,12,2,3,0,4,1,0,0,26,0,2,3
4,151089,9,4,2,10,0,4,1,0,1902,39,1,2,2
7,285747,12,5,2,10,0,4,1,0,1977,39,1,3,2
7,108542,15,1,2,11,0,4,1,0,0,39,0,0,1
6,212318,11,15,4,3,1,4,1,0,0,39,0,1,2
4,173090,11,15,6,12,4,4,0,0,0,39,0,3,1
4,26781,11,15,2,3,0,0,1,0,0,39,0,2,1
4,31782,0,12,2,14,0,4,1,0,0,39,1,3,2
4,189241,1,13,2,6,3,4,1,0,0,39,0,1,1
4,164229,11,15,0,8,1,4,1,2597,0,39,0,0,1
4,240467,11,15,3,1,4,2,0,0,0,39,0,1,1
4,263614,7,3,2,3,0,4,1,0,0,39,1,1,2
4,74500,9,4,2,12,0,4,1,0,0,39,1,1,1
1,263502,11,15,0,1,1,4,1,0,0,39,0,2,1
1,47707,11,15,4,1,3,2,0,0,0,39,0,2,1
4,231638,15,1,4,1,3,4,0,0,0,39,0,1,1
0,389479,12,5,2,0,0,4,1,0,0,39,1,3,2
4,111128,11,15,5,3,3,4,1,0,0,39,0,2,1
4,152307,15,1,2,7,0,4,1,0,0,39,1,2,1
0,280134,11,15,4,0,3,4,1,0,0,39,0,0,1
4,609789,11,15,2,8,0,4,1,0,0,0,0,1,1
4,184466,1,13,2,11,0,4,1,0,0,39,0,2,2
4,216411,8,2,5,10,1,4,0,0,0,6,0,2,1
6,324173,8,2,0,4,1,4,0,0,0,39,0,2,2
2,300681,11,15,2,11,0,2,1,7298,0,39,1,1,1
2,598995,9,4,0,10,4,2,0,0,0,39,0,2,2
1,140711,9,4,2,10,0,4,1,0,0,39,1,3,1
2,262241,11,15,2,1,2,4,0,0,0,39,0,2,1
4,308136,11,15,4,8,3,4,1,0,0,39,0,1,1
4,148590,0,12,6,3,4,2,0,0,0,39,0,3,1
4,195635,11,15,2,7,0,4,1,0,2051,39,0,3,1
4,228406,11,15,5,1,4,2,0,0,0,39,0,1,1
4,136398,10,7,2,10,0,1,1,0,0,37,1,1,2
0,305466,15,1,4,0,3,4,1,0,0,39,0,0,3
5,175070,14,6,2,10,0,4,1,0,0,39,1,2,2
6,34007,9,4,2,5,0,4,1,0,0,39,1,2,3
4,121195,11,15,4,7,1,3,1,0,0,39,0,1,2
1,216853,8,2,2,6,0,4,1,0,0,39,0,0,1
4,81280,9,4,2,5,0,4,1,0,0,41,1,1,3
4,212936,15,1,4,8,3,4,1,0,0,39,0,0,0
0,213055,15,1,4,0,4,3,0,0,0,39,0,0,1
2,220430,9,4,2,11,0,2,1,0,0,39,1,1,3
1,73514,9,4,4,4,2,1,0,0,0,39,0,1,2
4,307371,15,1,4,11,3,4,1,0,0,39,0,0,0
2,380614,9,4,2,1,5,4,0,0,0,11,1,2,1
4,119992,15,1,2,10,0,4,1,0,0,39,0,2,1
4,192002,12,5,2,4,0,4,1,7298,0,2,1,1,2
4,327518,8,2,2,3,0,4,1,0,0,39,0,0,2
4,220323,15,1,2,10,0,2,1,0,0,39,0,0,1
4,421633,15,1,0,11,4,2,0,0,0,39,0,2,1
4,154210,11,15,2,8,0,1,1,2829,0,3,0,2,2
6,35034,9,4,2,10,0,4,1,0,0,39,0,2,1
0,378239,12,5,2,0,0,4,1,0,0,39,1,3,0
7,270218,9,4,4,1,3,2,0,0,0,39,0,1,1
4,254933,1,13,2,14,0,4,1,0,0,39,0,0,1
4,61751,11,15,2,8,5,4,0,0,0,39,0,2,1
4,137876,15,1,4,11,1,4,1,0,0,39,0,0,0
4,336007,9,4,2,10,0,4,1,0,2246,39,1,4,1
4,222539,15,1,2,3,0,4,1,0,0,39,1,1,1
4,233856,11,15,4,7,2,2,1,0,0,39,0,0,2
4,198616,2,14,4,3,3,4,1,594,0,39,0,0,0
4,202027,9,4,2,6,0,4,1,7298,0,39,1,1,1
4,203182,15,1,5,12,4,4,0,0,0,39,0,0,2
4,221317,15,1,2,6,0,4,1,0,0,26,0,1,1
4,186934,15,1,2,3,0,4,1,0,0,39,0,2,2
0,351402,10,7,2,0,0,4,1,0,0,39,0,4,3
2,179580,11,15,2,1,5,4,0,0,0,39,0,2,1
4,26803,15,1,2,7,0,4,1,0,0,39,1,1,4
4,344624,11,15,2,14,0,4,1,0,1902,39,1,2,2
7,59969,11,15,2,1,2,4,0,0,0,39,0,1,1
4,162930,9,4,2,10,0,4,1,0,0,22,0,1,2
6,192654,9,4,0,14,1,4,1,0,0,39,0,3,3
4,117681,11,15,0,5,1,4,1,0,0,39,0,3,1
6,179285,9,4,2,12,0,4,1,0,0,39,0,4,1
4,217161,11,15,0,8,1,2,0,0,0,39,0,2,0
5,116517,9,4,6,8,4,4,0,0,0,39,0,4,1
4,170336,11,15,2,1,5,3,0,0,0,39,0,1,0
2,256529,11,15,5,8,3,4,0,0,0,39,0,1,3
2,227886,9,4,2,1,0,4,1,0,0,39,0,0,1
4,141706,15,1,4,1,1,4,0,0,0,39,0,0,1
4,361888,15,1,0,7,4,4,1,0,0,39,0,1,1
4,185407,11,15,2,3,0,4,1,7688,0,39,1,3,1
6,176101,11,15,2,5,0,4,1,0,0,39,1,1,3
4,216730,1,13,4,8,3,4,1,0,0,39,0,0,0
0,155755,11,15,0,0,1,4,0,4416,0,39,0,3,1
4,609789,1,13,2,5,0,4,1,0,0,26,0,1,2
4,136017,0,12,4,3,1,4,1,0,0,39,0,1,2
4,58880,9,4,2,10,5,4,0,7688,0,39,1,2,0
4,285787,7,3,2,13,0,4,1,0,0,39,1,2,1
4,173243,15,1,2,13,0,4,1,5178,0,39,1,2,1
4,160916,7,3,2,13,5,4,0,0,0,39,0,2,2
4,227397,9,4,2,1,5,4,0,0,0,39,1,2,1
6,111066,9,4,2,3,0,4,1,0,0,39,1,2,2
4,189924,15,1,4,8,3,4,0,0,0,39,0,0,1
4,31740,5,10,2,14,0,4,1,0,0,39,0,1,1
6,120837,11,15,2,3,0,4,1,0,2042,39,0,2,2
4,172304,15,1,2,3,0,4,1,0,0,39,1,1,2
0,166253,11,15,2,0,5,4,0,0,0,39,0,4,0
4,86492,8,2,2,14,0,4,1,0,0,39,1,1,1
4,206667,12,5,2,10,5,4,0,0,0,39,1,4,1
6,153546,9,4,4,10,3,4,0,0,0,39,0,1,1
0,189041,11,15,4,0,2,4,1,0,0,39,0,0,1
6,115932,11,15,4,3,1,4,1,99999,0,39,1,1,2
2,151626,11,15,4,10,3,2,0,0,0,39,0,1,1
6,37302,1,13,2,4,0,4,1,0,0,39,0,1,2
4,109001,11,15,4,3,1,4,1,0,0,39,0,1,1
4,195488,11,15,4,1,3,4,0,0,0,39,0,2,2
2,216116,12,5,5,10,4,2,0,0,0,39,0,2,1
4,118497,11,15,2,14,0,4,1,0,0,39,0,1,2
6,101233,8,2,2,8,5,4,0,0,0,39,0,2,0
4,349703,7,3,2,5,0,1,1,0,0,39,0,2,1
4,226883,11,15,2,3,0,4,1,0,0,11,0,1,1
4,214635,11,15,4,3,1,4,1,0,0,39,0,0,1
4,169672,1,13,2,12,0,4,1,0,0,39,0,1,3
4,71458,15,1,2,4,0,4,1,0,0,39,0,2,2
7,142621,9,4,4,10,1,4,0,4101,0,39,0,1,1
4,125279,11,15,2,14,0,4,1,0,0,39,0,1,1
4,197303,9,4,4,10,3,4,0,0,0,39,0,0,1
2,148995,9,4,4,10,3,4,1,4787,0,39,1,2,2
4,69251,15,1,2,8,0,1,1,0,0,30,0,1,1
4,160123,11,15,6,1,1,4,0,0,0,39,0,2,1
4,137310,11,15,4,7,3,4,0,0,0,0,0,1,1
4,323229,9,4,4,1,1,4,1,0,0,39,0,0,1
4,138626,8,2,0,4,1,4,1,2174,0,39,0,2,2
4,102359,9,4,0,10,1,4,1,0,0,39,0,2,1
4,151888,11,15,0,3,1,4,1,4650,0,21,0,0,2
4,404661,15,1,4,4,1,2,1,0,0,39,0,2,1
4,99146,12,5,2,10,0,4,1,0,0,0,1,2,1
6,185325,11,15,2,6,0,4,1,0,0,39,1,2,1
6,230268,15,1,2,8,0,4,1,0,0,39,0,1,1
5,38819,9,4,2,12,0,4,1,0,0,39,1,2,2
4,380614,7,3,2,10,5,4,0,0,0,39,1,2,0
4,319637,11,15,0,8,4,4,0,0,0,39,0,2,1
4,149040,2,14,4,8,1,4,0,0,0,39,0,4,1
4,320984,9,4,2,12,0,4,1,0,0,39,1,2,2
0,117201,15,1,4,0,3,4,1,0,0,39,0,0,1
4,81965,8,2,4,13,1,4,0,0,0,39,0,2,1
2,182302,11,15,2,3,0,4,1,0,0,39,0,2,1
4,53434,8,2,2,4,0,4,1,0,0,39,1,1,2
4,216214,1,13,2,7,0,4,1,0,0,39,0,2,1
5,24127,8,2,2,12,0,4,1,0,0,39,1,3,2
1,115066,11,15,2,13,0,4,1,0,0,39,0,1,1
4,120277,11,15,4,8,1,4,0,0,0,39,0,0,1
6,134286,15,1,5,12,1,4,1,0,0,39,0,3,1
4,26716,0,12,4,14,1,4,1,0,0,39,0,3,2
0,174533,1,13,5,0,4,4,1,0,0,39,0,2,1
5,175958,2,14,2,3,0,4,1,0,0,0,0,2,2
4,218948,6,11,5,8,4,2,0,0,0,0,0,2,1
4,117746,9,4,2,12,0,4,1,0,0,39,1,4,2
4,206199,11,15,4,1,3,2,1,0,0,39,0,1,1
5,89922,8,2,2,4,0,4,1,15024,0,39,1,3,1
4,69867,9,4,2,10,0,4,1,0,0,39,1,3,2
4,109020,9,4,4,10,4,3,1,0,0,39,0,1,1
0,158847,8,2,3,0,1,4,0,0,0,39,0,4,1
4,130302,11,15,2,7,0,4,1,0,0,39,0,0,1
4,156728,9,4,2,1,0,4,1,0,0,39,0,2,2
4,424719,9,4,0,4,1,4,0,0,0,39,0,1,1
1,217647,15,1,0,10,1,2,0,0,0,39,0,3,1
4,33087,8,2,4,5,3,4,1,0,0,39,0,0,1
1,241895,11,15,2,1,0,4,1,0,0,39,0,2,1
4,38455,0,12,4,8,1,4,1,0,0,39,0,0,1
2,81054,15,1,0,4,4,4,0,0,0,39,0,2,1
4,163215,2,14,0,7,4,4,0,0,0,39,0,2,1
4,156728,11,15,2,5,0,4,1,0,0,39,0,1,1
6,127930,11,15,3,5,1,4,1,0,0,39,0,1,2
1,227310,15,1,4,1,4,2,0,0,0,39,0,2,1
4,96844,15,1,4,1,1,4,0,0,0,39,0,0,0
4,245199,15,1,4,8,3,4,1,0,0,39,0,0,1
4,46385,11,15,2,7,0,4,1,0,0,39,0,2,1
4,186385,10,7,4,10,1,4,1,0,0,39,0,3,0
4,252714,8,2,2,1,0,4,1,0,0,39,0,3,1
4,154897,11,15,4,12,1,4,0,0,0,39,0,4,1
4,320744,9,4,2,10,0,4,1,0,0,39,1,2,1
4,138852,12,5,2,4,0,4,1,15024,0,39,1,2,2
4,102092,11,15,2,3,0,4,1,0,0,39,0,2,1
0,32533,15,1,4,0,1,4,1,0,0,39,0,2,2
4,278151,11,15,2,11,0,4,1,0,0,39,0,2,1
4,338290,15,1,2,10,0,4,1,0,0,39,0,2,1
4,34378,15,1,2,3,0,4,1,0,0,39,0,2,1
4,91959,9,4,2,4,0,4,1,0,0,39,1,2,2
4,265881,11,15,0,7,4,4,0,0,0,39,0,2,1
4,276009,11,15,2,8,0,1,1,0,0,30,0,3,1
4,193898,11,15,0,3,1,4,1,0,0,39,0,1,2
4,139364,9,4,2,12,0,4,1,0,0,39,1,2,2
7,306473,7,3,2,14,0,4,1,0,0,39,0,2,1
4,37232,15,1,4,3,1,4,1,0,0,39,0,1,3
7,56424,2,14,4,14,3,2,1,0,0,39,0,0,0
4,165235,9,4,4,8,1,1,0,0,0,37,0,1,1
4,153326,9,4,2,10,0,4,1,0,0,39,1,1,1
4,106976,11,15,0,8,4,4,0,0,0,39,0,1,1
4,109015,15,1,0,12,1,4,0,0,0,39,0,3,2
4,154100,12,5,4,12,1,4,0,27828,0,39,1,3,2
4,183739,11,15,2,3,3,4,0,0,2002,39,0,2,1
4,367695,7,3,2,1,0,4,1,0,0,39,1,3,1
2,156015,8,2,2,13,0,4,1,0,0,39,0,1,1
4,185132,9,4,4,10,1,4,0,0,0,39,0,2,2
6,188274,15,1,4,10,3,4,1,0,0,39,0,0,0
2,50512,9,4,4,10,1,4,0,2202,0,39,0,1,2
7,147719,12,5,4,10,1,1,1,0,0,19,0,0,0
4,414525,2,14,4,5,1,2,1,0,0,39,0,1,2
4,289148,11,15,3,3,4,4,0,0,0,39,0,2,1
4,176069,9,4,0,10,1,4,0,0,0,39,0,2,2
7,199713,9,4,2,10,0,4,1,0,0,39,0,3,0
4,297884,11,15,2,7,0,4,1,4064,0,39,0,2,2
4,204829,11,15,0,14,1,4,1,0,0,39,0,1,2
4,155433,4,9,4,7,1,4,0,0,0,0,0,3,1
2,32950,9,4,4,10,1,4,1,0,0,39,0,0,1
4,233511,9,4,0,3,1,4,1,0,0,39,0,2,2
4,210781,15,1,4,1,3,4,0,0,0,39,0,0,0
4,190762,4,9,2,6,0,4,1,0,0,26,0,2,1
4,83315,11,15,4,1,4,4,1,0,0,39,0,0,1
5,343872,15,1,2,14,0,2,1,0,0,14,0,1,1
4,185385,11,15,2,12,0,4,1,0,0,39,1,2,3
0,302142,11,15,2,0,0,4,1,2961,0,39,0,3,1
4,80324,15,1,2,4,0,4,1,0,1977,39,1,2,3
4,357933,15,1,4,1,3,4,0,0,0,39,0,1,0
4,211293,15,1,4,12,3,2,0,0,0,39,0,0,0
5,199265,15,1,2,4,0,4,1,0,0,39,0,2,2
4,202872,15,1,0,1,4,4,0,0,0,39,0,2,1
4,195075,15,1,4,8,3,4,0,0,0,39,0,0,1
4,317378,9,4,4,4,3,4,0,10520,0,39,1,1,1
4,187802,15,1,0,13,1,4,1,0,0,39,0,2,2
4,97212,7,3,2,1,5,4,0,0,0,39,0,0,1
4,47902,11,15,2,4,0,4,1,0,0,39,0,2,1
7,76767,14,6,2,10,5,4,0,0,0,39,1,2,1
4,172297,12,5,2,1,0,4,1,0,1902,39,1,2,1
4,274475,6,11,6,12,4,4,0,0,0,39,0,3,1
4,105244,15,1,4,6,1,4,1,0,0,39,0,0,2
2,165695,11,15,0,1,4,4,1,0,0,39,0,3,1
4,253801,11,15,4,3,2,4,1,0,0,39,0,1,1
4,305597,11,15,0,3,1,4,1,0,0,39,0,2,1
6,352448,9,4,2,14,0,4,1,0,0,39,0,3,2
4,242768,9,4,4,10,1,4,1,0,0,39,0,1,1
5,201080,15,1,0,3,1,4,1,0,0,39,0,2,2
2,159032,5,10,4,5,3,4,1,0,0,39,0,0,1
4,149568,6,11,4,5,2,2,1,0,0,39,0,1,1
4,229553,11,15,4,8,3,2,0,0,0,0,0,0,0
7,155775,11,15,2,13,0,4,1,0,0,39,0,0,1
4,120074,11,15,4,14,1,4,1,0,0,39,0,2,1
2,257588,11,15,0,1,4,4,0,0,0,39,0,2,1
4,177907,15,1,2,7,0,4,1,0,0,39,0,2,3
4,309311,11,15,2,5,0,4,1,0,0,39,0,2,1
6,138975,11,15,2,3,0,4,1,0,0,39,0,2,2
6,187778,11,15,2,3,0,4,1,0,0,39,0,2,0
4,35865,15,1,4,6,1,4,0,0,0,39,0,0,1
4,234373,12,5,2,4,5,4,0,0,1485,39,0,2,1
0,151141,0,12,4,0,3,4,1,0,0,39,0,0,1
4,144688,11,15,2,1,5,2,0,0,0,39,0,2,2
4,248094,11,15,0,3,4,4,1,0,0,39,0,2,1
4,248094,11,15,2,7,0,4,1,0,0,39,0,2,1
4,213821,12,5,4,10,1,4,1,0,0,39,1,2,1
7,55849,15,1,4,3,1,4,1,0,0,39,0,1,1
4,121712,9,4,0,3,1,4,1,0,0,39,0,0,1
1,164552,9,4,4,10,1,4,1,0,1876,39,0,1,1
4,223127,6,11,2,5,0,4,1,0,0,39,0,3,1
4,190514,5,10,2,1,0,4,1,0,0,39,0,3,3
4,203797,15,1,2,4,0,2,1,0,0,39,0,1,1
4,378460,9,4,4,1,1,4,1,10520,0,39,1,1,2
4,105908,11,15,2,3,0,4,1,0,0,39,0,1,1
4,232356,11,15,2,12,0,4,1,0,1672,39,0,1,2
4,210526,11,15,4,1,3,4,1,0,0,39,0,0,1
4,193530,1,13,4,9,1,4,0,0,0,39,0,4,3
0,22966,15,1,2,0,0,4,1,0,0,39,0,0,0
4,43535,15,1,4,12,1,4,0,0,0,39,0,0,1
0,72486,11,15,2,0,0,1,1,0,0,3,0,3,1
0,229997,15,1,3,0,4,2,0,0,0,39,0,0,1
4,183013,11,15,2,5,0,4,1,0,0,39,0,2,1
4,113364,7,3,2,7,0,4,1,0,0,39,0,1,0
4,197380,7,3,4,10,1,4,1,0,0,39,0,1,1
4,298635,12,5,2,10,0,1,1,0,0,17,1,1,1
4,213385,15,1,4,8,1,4,1,0,0,39,0,1,0
0,108464,15,1,2,0,0,4,1,0,0,39,0,1,1
4,31007,0,12,4,8,3,4,0,0,0,39,0,0,1
4,35917,15,1,4,14,1,4,1,0,0,39,0,1,2
4,99385,11,15,0,1,1,4,0,0,0,2,0,2,1
4,48358,11,15,2,3,0,4,1,7688,0,39,1,2,1
4,241885,11,15,4,5,4,4,1,0,0,39,0,1,2
4,24344,7,3,4,1,1,4,0,0,0,39,0,3,1
4,149686,6,11,6,7,4,4,0,0,0,39,0,3,1
7,154432,9,4,4,7,1,4,1,0,0,39,0,0,1
4,331875,2,14,4,6,1,4,1,0,0,6,0,1,1
4,259585,15,1,4,12,1,4,1,0,0,39,0,1,1
4,104748,15,1,2,4,0,4,1,0,0,39,0,3,2
2,144949,11,15,2,11,0,4,1,0,0,39,0,1,1
7,199512,9,4,2,4,0,4,1,0,0,39,1,2,1
4,302438,11,15,4,7,1,4,1,0,0,39,0,1,1
0,129155,1,13,6,0,2,2,0,0,0,39,0,2,1
1,115784,15,1,2,3,0,4,1,0,0,39,0,2,1
4,96509,15,1,2,10,0,0,1,0,0,39,1,2,1
4,226733,11,15,2,1,0,4,1,0,0,39,1,3,1
5,244945,9,4,2,10,0,4,1,0,0,39,0,2,2
4,243768,4,9,4,6,1,4,1,0,0,39,0,4,0
0,351161,12,5,2,0,0,4,1,0,0,39,1,2,2
4,186934,9,4,2,12,0,4,1,0,0,39,1,1,2
4,89813,11,15,4,6,3,4,0,0,0,39,0,1,1
5,129432,9,4,2,4,0,4,1,15024,0,39,1,3,1
6,184702,11,15,2,12,0,4,1,0,0,39,0,3,1
4,275291,15,1,4,12,3,4,1,0,0,39,0,0,0
4,258298,15,1,4,6,3,4,1,0,0,39,0,0,0
4,139743,11,15,5,1,1,4,0,0,0,39,0,2,0
4,102476,9,4,4,10,3,4,1,10520,0,39,1,1,3
4,103840,11,15,4,7,3,4,0,0,0,39,0,0,2
4,274579,11,15,2,14,0,4,1,0,0,39,0,1,2
1,156842,15,1,5,8,1,2,1,0,0,39,0,3,1
4,101020,2,14,2,7,0,4,1,0,0,39,0,2,1
1,68729,9,4,2,4,0,1,1,0,0,39,1,2,1
4,141326,11,15,2,3,0,4,1,0,0,39,1,3,1
6,168723,11,15,2,12,0,4,1,0,0,39,0,3,1
4,347166,9,4,4,10,1,4,1,13550,0,39,1,1,2
2,213722,11,15,2,11,0,4,1,0,0,39,1,1,2
4,196797,11,15,4,14,4,2,0,0,0,39,0,2,1
5,207246,15,1,5,4,4,4,0,0,0,39,0,2,3
1,199934,15,1,2,1,0,2,1,0,0,39,1,1,1
4,272185,8,2,4,3,3,4,1,0,0,39,0,0,1
0,190650,9,4,4,0,4,1,1,0,0,30,0,1,1
0,147097,9,4,6,0,1,4,1,0,0,39,0,4,0
4,266281,1,13,4,7,4,2,0,6849,0,39,0,2,1
4,96779,4,9,2,3,0,4,1,0,0,39,0,3,1
0,117162,8,2,2,0,5,4,0,0,0,39,1,3,2
4,188352,12,5,4,10,1,2,1,0,0,39,0,1,2
4,359131,11,15,0,3,4,4,0,0,0,39,0,2,2
4,198824,9,4,4,4,4,4,0,0,0,39,0,3,1
7,68393,9,4,4,1,1,4,0,0,0,39,0,1,1
4,115613,11,15,2,3,0,4,1,0,0,39,1,2,2
4,45363,7,3,2,10,0,4,1,0,0,39,0,2,2
4,121590,15,1,4,10,1,2,1,4787,0,39,1,2,1
2,292379,9,4,2,4,0,4,1,0,0,39,0,3,1
4,482732,11,15,4,1,2,4,1,0,0,39,0,0,1
4,198663,11,15,4,7,2,4,1,0,0,39,0,0,1
4,230329,11,15,2,3,0,4,1,0,0,39,0,2,1
4,29887,11,15,0,4,1,4,1,0,0,39,0,3,2
4,194259,11,15,0,12,1,4,0,0,0,11,0,3,1
4,126368,15,1,4,1,1,4,0,0,0,39,1,3,2
4,108446,15,1,2,12,0,4,1,0,0,39,0,2,1
4,220696,11,15,0,7,1,4,1,0,0,39,0,2,1
4,32008,9,4,4,13,1,4,0,0,0,39,0,1,3
4,191777,15,1,4,1,4,2,0,0,0,0,0,1,1
4,185846,11,15,2,12,0,4,1,0,0,39,1,2,2
4,127016,5,10,6,9,1,4,0,0,0,39,0,4,1
6,102308,9,4,2,12,0,4,1,0,2415,39,1,2,1
4,157894,15,1,4,6,3,2,1,0,0,39,0,0,1
4,345405,11,15,2,12,0,4,1,2885,0,39,0,1,1
6,94156,14,6,2,10,0,4,1,0,1977,39,1,3,2
4,145409,9,4,2,10,0,4,1,15024,0,39,1,2,1
4,190968,15,1,2,3,0,4,1,2407,0,39,0,0,1
2,212803,9,4,4,10,1,4,0,0,0,39,0,0,1
4,168660,11,15,2,4,0,4,1,0,0,39,0,3,2
4,234481,0,12,2,14,0,4,1,0,0,39,0,3,1
4,131461,6,11,2,8,5,2,0,0,0,14,0,2,1
4,408773,15,1,2,7,0,4,1,0,0,39,1,2,1
6,126117,11,15,6,12,1,4,1,0,0,39,0,3,1
4,155489,15,1,2,12,0,4,1,0,0,39,1,2,2
4,296749,15,1,0,7,1,4,1,0,0,39,0,2,2
7,185832,9,4,2,1,0,4,1,0,0,39,1,2,2
4,43235,9,4,2,10,0,4,1,0,0,39,1,3,2
4,213152,15,1,4,12,1,4,1,0,0,39,0,1,1
2,334267,15,1,2,4,0,4,1,0,0,39,1,0,1
0,253101,9,4,0,0,1,4,0,0,0,39,0,3,1
4,64631,11,15,2,4,0,4,1,15024,0,39,1,2,2
2,193882,8,2,4,13,1,4,1,0,1340,39,0,2,1
4,71800,5,10,6,8,1,4,0,0,0,39,0,3,2
2,170092,12,5,4,10,1,4,0,0,0,39,0,2,2
4,198223,15,1,2,4,0,4,1,0,0,39,0,2,1
4,359796,15,1,0,12,1,2,1,0,0,39,0,2,1
4,110556,11,15,5,4,4,2,0,0,0,39,0,2,1
4,196858,12,5,2,10,0,4,1,0,0,39,1,2,1
0,112860,0,12,2,0,5,2,0,0,0,39,0,2,1
6,224784,7,3,3,4,1,4,0,0,0,39,0,3,4
1,271544,11,15,2,1,0,2,1,0,1977,39,1,3,1
0,142171,5,10,2,0,0,4,1,1409,0,39,0,4,1
4,221172,11,15,4,3,1,4,1,0,0,39,0,2,1
4,256916,11,15,2,4,0,4,1,0,0,39,0,3,2
4,157332,15,1,4,10,3,4,0,0,0,39,0,0,1
1,192894,11,15,2,14,0,2,1,0,0,39,1,2,2
4,240183,11,15,4,8,3,4,0,0,0,39,0,0,0
4,204338,0,12,2,3,0,4,1,0,0,26,0,0,1
4,122166,15,1,4,1,3,4,0,0,0,20,0,0,1
2,397877,9,4,2,1,0,4,1,0,0,39,1,2,1
4,115066,15,1,0,1,4,4,0,0,2547,39,1,3,1
6,170174,11,15,2,3,0,4,1,7298,0,39,1,1,2
4,171015,15,1,4,1,3,4,0,0,0,39,0,3,1
4,91262,15,1,3,3,1,1,1,0,0,30,0,2,1
2,127678,8,2,2,11,0,4,1,0,0,39,1,2,2
4,263338,11,15,4,8,3,4,1,0,0,39,0,0,0
4,129508,11,15,4,1,3,4,0,0,0,39,0,0,1
4,192107,9,4,2,3,0,4,1,0,0,39,0,2,1
6,93930,11,15,2,4,0,4,1,0,0,39,0,1,1
1,207537,11,15,4,1,1,2,0,0,0,39,0,1,1
4,138542,15,1,2,6,0,4,1,0,0,39,0,0,1
6,116207,11,15,2,10,0,4,1,0,0,39,1,1,3
4,198244,11,15,4,1,1,4,0,0,0,39,0,0,1
4,90614,7,3,2,13,0,4,1,0,2042,39,0,1,0
4,211160,2,14,2,6,3,4,1,0,0,39,0,0,1
4,194630,11,15,2,1,0,4,1,3781,0,39,0,0,2
4,161478,9,4,4,10,1,1,0,0,0,39,0,0,1
4,144071,11,15,2,1,0,4,1,0,0,39,1,3,1
4,167005,15,1,2,3,0,4,1,4386,0,39,0,2,2
4,342121,15,1,2,13,0,4,1,0,0,39,0,3,1
6,71676,15,1,6,1,1,4,0,0,1944,39,0,4,0
4,124692,12,5,2,4,0,4,1,0,0,39,1,2,1
4,147236,11,15,2,3,0,4,1,0,0,39,1,2,1
4,145175,15,1,2,7,0,4,1,0,0,39,0,2,1
4,259323,15,1,2,3,0,4,1,0,0,39,0,2,1
4,154978,11,15,2,8,0,4,1,0,0,13,0,0,1
0,163946,6,11,2,0,0,4,1,0,0,39,0,3,1
4,127768,15,1,4,3,1,4,1,0,0,39,0,0,1
4,98588,11,15,2,3,0,4,1,0,0,39,0,3,1
4,192894,11,15,2,3,0,4,1,0,0,39,1,2,1
4,194848,15,1,4,3,3,4,1,0,0,39,0,0,1
